,class,tweet,label
10172,1,"I don't &#128683; keep friends &#128109;&#128107;&#128108; they come &#128072; and go &#128073;, don't fuck &#128581; with these bitches &#128109;&#128109;. FAKE ALL THEY KNOW. &#128175;&#10004;&#65039;",offensive_language
22878,1,Why was Jorge Zimmerman arrested? Do prosecutors have a witness that saw Zimmy attack TrayTray? Are they afraid of the hoodie pussies?,offensive_language
1764,1,&#8220;@flvshy5: Might go to plaq hc&#8221;bitch who you gone go with,offensive_language
4155,1,"@MorganSmith_20 he's a little bitch in general , fug Seattle",offensive_language
1974,2,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/TQS3wPA6O7,neither
9550,1,Gotta smile dat drive bad bitches crazy,offensive_language
244,1,"""@Strap__: I ain't sharing no bitch if you mines you mines &#128175;""",offensive_language
22386,1,Vegas in 4 days bitches.,offensive_language
4051,1,@Maxwell_Larsen @MicTorrance suck my dick you cunts,offensive_language
2893,1,@CoronaDior just found u and fuck is my cock hard! Love your dripping pussy,offensive_language
21293,2,Text me instead of playing flappy birds #SoIKnowItsReal,neither
24443,1,stupid ass hoe,offensive_language
3948,0,"@LokiHulibele @mediacrooks @AamAadmiParty They have mix, not all are retards. AAP is Maoists, terrorists,Congies and delusional Retards",hate_speech
19339,2,RT @jimmerfredette: I hope the Yankees game doesn't get rained out tonight. It's going to be a special atmosphere and game. Jeter deser&#8230;,neither
24597,1,"u sent nudes when ina relationship or nah? ""@JazmineJanay_: Her pussy bleeding or nah? ""@GraePharoah: -_- http://t.co/W9ZPJfk93r""",offensive_language
6690,1,@mjdwarner that's a bitch. I have no desire to see that much bullshit hahahaha,offensive_language
3298,1,"@Great_White12 get it? Bc you called yourself a tool, I called you a hoe. Bc hoes are tools hahahaha I'm so funny",offensive_language
5454,2,@abdullah_omar comes from a guy whose sole qualification to be CM is being the lucky sperm :-),neither
23744,1,don't try to be nice to me after you were being a bitch,offensive_language
14184,0,"RT @AnthonyBialy: Well, Maryland is just a bunch of hateful rednecks, anyway.",hate_speech
9139,0,For all we know this nigga a rapist. Y'all hoes dumb &#8220;@daniellathepimp: *melts* http://t.co/RRROzn5bdy&#8221;,hate_speech
23908,1,holy fuck yall are little bitches. its like 50 in san antonio stfu,offensive_language
17398,1,RT @StephGhost: RT @iDntWearCondoms: Come somebody please get me a PS4? Willing to eat pussy for it if need be.,offensive_language
12089,1,Jus need my nig Mack Wilds to win...fk the award tho,offensive_language
12880,1,Monopoly is fucking stupid fuck that dumb ass game bitch ass shit,offensive_language
19299,1,RT @jarieVee_: 24. Her. When we found her she was so sloppy and I tried to drag her to the car. She was fighting back and the bitch was hea&#8230;,offensive_language
3744,1,@KINSL3Y we dont love these hoes,offensive_language
17439,1,RT @Stuff4blackppl: Not basic bitches,offensive_language
7096,1,@swirlg0ddess main bae gonn think sumn up wit the pussy,offensive_language
9648,1,Happy birthday little bitch boy @Digo13Nieto &#128522;&#127881;&#127882;,offensive_language
7790,1,"Apple sauce, bitch.",offensive_language
14321,1,"RT @BeauutifulNae: - don't trust no , bitch",offensive_language
2009,2,&lt;-- nudes are trash,neither
6078,1,@heydenbunsyolo then bitch how about u go read wtf I put then,offensive_language
20086,1,RT @tcaputo44: Trust no bitch #wordsofadvice,offensive_language
22180,2,To the senior class: there will be Oreo funfetti bars in the den this morning &#128538;,neither
1681,1,&#8220;@_mahoganylov3 Right RT @KingDominicus: Idk which one was selling pussy for $65 but that&#8217;s way too high for them http://t.co/jSDmSuCDm0&#8221;hm,offensive_language
8016,1,"Bij vraag wat is d naam van de engels des doods,dacht eerst Robert.Ik:Israel..uhm iets met Gargamel,hoe heet die kat ook al weer..oja Azrael",offensive_language
22009,1,This foo came to the club wit his bitch on a leash &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514; https://t.co/wC4ub0UN6b,offensive_language
20064,2,RT @tableninemutant: So City Lights is a Charlie Chaplin movie by @007hertzrumble http://t.co/qYN1Bc7MxS via @wordpressdotcom,neither
19456,1,RT @kyanne_smith: @rahshauna. You arent a bitch.,offensive_language
20053,1,RT @summerdawn_1996: @Trestin_Galore_ I know cunt nugget &#128514;&#128514;,offensive_language
7061,1,@spoilmeharder @ChaldeanCutie Greta... You let a fag do this to me I thought we were cool,offensive_language
14301,1,RT @BasedZae: When lil b said &#8220;Word around town that I aint got no bitches? what?! Thats a damn lie nigga my nuts is my witness&#8221; http://t.c&#8230;,offensive_language
18581,1,"RT @b_kolinskyy: ""Drop that bitch"" -@j_hikes on the atomic bomb",offensive_language
13623,1,One of my nigs hollered at cici... Ima keep it low key tho on which one it was lol,offensive_language
17816,1,RT @TrentSkii_Baby: &#8220;@1017_Sqquad: Fucking niggas bitches man I'm use to it&#8221;,offensive_language
21247,1,"Take that and shove it up your ass, @KeithOlbermann #Yankees #DerekJeter",offensive_language
8039,1,Bitch shutcho got damn mouf hoe RT @HURRICANESENSEI: Mallett ain't gon help yo funky ass texans,offensive_language
85,0,"""@Blackman38Tide: @WhaleLookyHere @HowdyDowdy11 queer"" gaywad",hate_speech
23960,1,i just realized me and @DirkAlisic have been talking shit to each other nonstop for the past 48 hours. stop texting me bitch.,offensive_language
17842,1,RT @TryHardTee: @davidam_23 get downstairs and play me im fifa bitch,offensive_language
7696,2,American culture is stuck to the side of the toilet. Graffiti writers in Europe can create better art without any lowlife trash sex jokes.,neither
15760,1,RT @JazmineJanay: My hoe phase is over,offensive_language
2713,2,@CBSThisMorning @NorahODonnell tx trash you know trouble w ACA is in GOP gov states but like @60 @LaraLogan_News you report lies anyway,neither
11738,1,Im still going trick or treating. Thats free munchies bitch,offensive_language
7854,2,Aye a nicca is tired tho!,neither
3270,1,@GlynJackson2 @Rachh_Basss granted cracker isn't that bad because when you say that to a white person your saying their one of the slave,offensive_language
11539,1,If not then you are a coward and afraid showing you have no faith..Just another devils bitch...,offensive_language
5867,1,@don07052 had da bitches rockin in da club wit my boy Connor,offensive_language
16378,1,"RT @Matthops82: In conclusion, Lois Lerner is a giant bitch.",offensive_language
10210,1,"I don't like bat man though, I fucked his bitch twice.",offensive_language
9197,2,"Frozen peas and 
ibuprofen. My new best friends # cripple",neither
1408,1,"&#8220;@MattieTrump97: Eat a lot of protein
Eat a lot of pussy
#MattieTrumpsTipsForABetterLife&#8221;

Eat the whole ass",offensive_language
3147,2,@FIFAcom Pepe because his defending was outstanding! His tackles were accurate nd he did hos job perfectly in both legs!,neither
7167,1,@tina16_ that bitch gonna get a rug burn,offensive_language
12419,1,Like real shit dude da closest nicca I done seen to AI,offensive_language
2015,1,"' Baby moanin.... Got me zone'nn , I want this bitch next too me.... Pussy like ecstasy &#1043291;&#1041185; .",offensive_language
2169,1,... lol nah hoes we dealt with it so will y'all &#128128; http://t.co/RXTJwwKfHJ,offensive_language
12727,1,"Man these bitches are so boring yo. Where the outgoing, fun, wild bitches at",offensive_language
21960,1,"This bitch literally just said ""normal people shouldn't work out in this gym because so many body builders workout here""",offensive_language
3490,0,@ImToBlame you a fatherless wallet carrying ass video game playing ass negro breh. You filth. No way you can afford to date a #TwitterHoney.,hate_speech
17727,1,RT @TheeJenBunny: Oh you missed bitch- bitxhes who got socked in the face,offensive_language
1446,1,&#8220;@NoRapist: on my way to fuck ur bitch http://t.co/SgVBBrwOg2&#8221; @mckinley719,offensive_language
10670,1,I live in the fast lane bitch,offensive_language
19093,1,RT @i8UrBitch: you ex bitches need to realize . http://t.co/1upHNo3iIP,offensive_language
21598,1,The type of bitches that I like think broke is disgusting,offensive_language
21413,2,That was not good times! Starting the mickey mouse club soon!,neither
5816,1,@deadgrl_666 she can just fuckin call the venue about it and they'll cancel the lost tickets and reprint new ones what a dumb bitch,offensive_language
1337,1,&#8220;@JennerAcosta: Sleep over with guys doesn't mean we gonna fuck. TRUST ME&#8221; you're a bitch for denying them pussy,offensive_language
15891,1,RT @KILLSheredon: you the nigga in high school who got shoved into lockers and thrown into trash cans @TvvitterRoasts,offensive_language
12932,1,My alarm clock should be $$$ callin lol wake yo ass up and get this money bitch !,offensive_language
11614,1,If you don't say thank you after someone holds the door open for you you're a bitch,offensive_language
13266,1,Nigga gone have to get a room like a bitch,offensive_language
22223,1,Touchdown hoe ... touchdown hoe!!!!!,offensive_language
20186,2,RT @townhallcom: Charlie Crist Refuses To Back Down From Race-Based Attack On GOP http://t.co/zSHn94OK9S,neither
16502,1,RT @MrLuckyToYou: Eat that pussy from the back and slide two fingers in...,offensive_language
22255,2,"Tryna get to home like base to base to base, closet looking like planet of the bathing apes",neither
4151,0,@MorbidMermaid do you work today niglet?,hate_speech
10588,1,I just wanna travel the world with my bitches &#128553;,offensive_language
22080,0,This nigga jerry room smell like bad pussy!&#128530;,hate_speech
16780,1,"RT @Ohhwhoops: Smack a bitch.

Bitches love hand prints on their ass.",offensive_language
15212,1,RT @FreeLaddin: This is what happens when niggas gas up ugly bitches http://t.co/dfKYmADk3b,offensive_language
1624,1,&#8220;@_BeautifulKeezy: &#8220;@100046729: @_BeautifulKeezy wassup&#8221;bye&#8221;bitch you outta order,offensive_language
23223,1,You been the side hoe &#128514;&#128514;&#128514;&#128128;&#128128;&#128074;,offensive_language
1116,1,&#8220;@AyyyeThatsChubb: I wish i had my dad in my life but the bitch ass nigga still think im not his child!&#8221; LMFAOOOO but damn that's sad cuh !,offensive_language
24612,1,wallah I fucking hate this fuckin mexican bitch so much.,offensive_language
3249,1,@GforGent bitch what happen to comin thru,offensive_language
15235,1,RT @FriendlyAssh0le: bitches with no tits or ass dont even get a hug from me... you're one of the boys now.. you get a handshake.,offensive_language
17079,1,"RT @RiddMcCoy: Where is everybody getting this ""fuck her right in the pussy"" sayin from?",offensive_language
2780,1,@Caroline_Poe haha i dont remember following you but ok? Get your pannies out of of bunch cunt,offensive_language
12865,1,Money &gt;&gt;&gt;&gt; the best pussy,offensive_language
21735,1,These hoes a smash on one of yo niggas and be very proud,offensive_language
9083,2,Finally got an updated pic with angel wing colored http://t.co/nWN9qRt5Xd,neither
20982,0,Soetoro/Obama is moving the country #Forward w/ his vision. His vision is to downsize our 'oppressive' country and get even w/ whitey. #War,hate_speech
19110,1,"RT @iBaneXx: @ShinSnipes Thanks for being black, in darth, and now 17 years old you kinky hentai son of a bitch",offensive_language
3414,1,@Huntermoore @shelbyritner shelby your pussy is beat up,offensive_language
21366,1,That fat bitch that's always on the phone just walked in &#128074;&#128074;&#9986;&#65039;&#9986;&#65039; @TibaBurger,offensive_language
16494,1,RT @Mr1738: RT @ItsJustThai: All that weave turning you bitches into horses http://t.co/3OzXUd8YTD,offensive_language
6909,1,@rhythmixx_ @jaymcnuggets ohhhhh you bitch,offensive_language
8006,1,Big bro moose trying slide into these hoes DM's http://t.co/eVb17DyunT,offensive_language
22788,1,Who the fuck made this cunt the authority on men?,offensive_language
12482,1,Lmao that the funniest way to disrespect a person by calling him a itty bitty bitch. Makes me feel low in life,offensive_language
22218,1,Took a broke bitch nigga&#128520;,offensive_language
22815,2,Why McDonald's breakfast good but the lunch trash,neither
22344,1,Ugly bitches stay subbing,offensive_language
9191,2,"From Jihadi streams: Rutba, Anbar Province, #Iraq http://t.co/K6j37J2sgL",neither
20685,1,She actin b00gie around u cuz she used to them things u cant supply. Fuckin wit mee..cuz Mr.He ain't shit be the first to take a niqqa bitch,offensive_language
18763,1,"RT @collegefession: ""We're putting long hard dicks down our throats the least you could do is lick a little pussy #returnthefavor"" - Illino&#8230;",offensive_language
10493,1,I hate when my best friend gets a new bitch and barely chills with me,offensive_language
9555,2,"Grandma's Homemade Potato Soup - An old fashioned, simple, chunky potato soup like Grandma made, wit http://t.co/ZV8ZsmHNlm",neither
14204,1,"RT @AshAmador: Started off with a OZ
End up riding fo' deep
Pull up to that club like muthaufckin ho you don't know me&#127926;",offensive_language
24621,1,"we live in a world where drake can steal your hoes and make fun of you, shit crazy",offensive_language
9371,1,Gave dat bitch da Spirit of the Dragon,offensive_language
2630,1,@BlizzyLC now that ur tour over come kick it with ya nig in the MIA....,offensive_language
8449,0,"Chill RT @PhillyTheBoss If I ever become president Imma ban Henny from America..... For a Day, just to see you negroes panic. ""gotcha bitch""",hate_speech
8732,1,Dis hoe wasnt dis violent on Lottery Ticket &#128514;&#128514;,offensive_language
23373,1,You said that's yo bitch but that bitch look fu &#128551;,offensive_language
8277,1,Call of duty out this bitch,offensive_language
5533,1,@ashleyasatu lmaoooo I'm calling her a hoe and I'm mad? Shutcho uglass up,offensive_language
14324,1,RT @BeenBasedB: &#8220;@_KudaBrazyy: Shawn Micheals &amp; Razor Ramon both had bitches&#8221; Noone had more than Godfather though,offensive_language
13956,1,"RT ""@DestineyDunbar: This shit for the birds . &#128530;&#8221;",offensive_language
12818,2,Met a woman who was trying to feed a crow a Brazil nut,neither
16173,1,RT @Libra_DTF: &#8220;@RebukedSagacity: That's her fault for not asking before she sent her number tho &#128554; http://t.co/2JVeTNqNAa&#8221; dumb bitch,offensive_language
1008,1,&#128514;&#128557;&#128128; RT @iDO_me2: Hood hoes love Harrell football team&#128528;,offensive_language
10455,1,I hate that hoe ... She ain't bout shit,offensive_language
4324,1,@Official_DCole you gonna be 33 years old with no bitches watch...lol,offensive_language
11191,1,I'm a dope ass nigga n these bitches OD,offensive_language
10186,1,I don't fuck wit hoe niggas,offensive_language
19342,0,RT @jjauthor: US ghettos-driven by liberal ideology; forged by unions &amp; bankrupted by self-serving Dems catering to parasites!#tcot http://&#8230;,hate_speech
403,1,"""@thejudyann: annoying bitch that I love http://t.co/8oxlQvQBrC"" JUDYANN'S SO PRETTY!!!!!",offensive_language
15490,1,"RT @HollyRFisher: Isn't it funny that the people who call me fat, ugly, a whore, stupid, a cunt, a bitch, etc are the same ones whining abo&#8230;",offensive_language
10040,1,I be telling Mcgirt music ain't enough.You gotta have a non music related agenda.Them crackers want to sell something with your face.,offensive_language
8844,2,Drinking folie a deux wine and playing fall out bird hahaha,neither
115,2,"""@DomWorldPeace: Baseball season for the win. #Yankees"" This is where the love started",neither
14026,1,RT @6THGRADER: Lol new kid at school... thinks he can take me at tetherball. Bout to show him why I get all the playground pussy. #baller #&#8230;,offensive_language
6363,1,@kayysavage bitch &amp; if they wasnt &#128514;&#128557;,offensive_language
14991,1,RT @DjXvX: Karma is a bitch .... &#128524;,offensive_language
5252,1,@ZayCoolAF #yeet we gotta do at least 3 and drop them bitches in like 2 month intervals or some shit,offensive_language
136,1,"""@HBMostDope: @1Jayee @PipinHoes used to send that bitch up""",offensive_language
16806,1,"RT @OverlyManlyMann: Every zoo is a petting zoo, if you're not a pussy.",offensive_language
12184,1,Karma is theeeee biggest bitch,offensive_language
23043,1,Yaaaaaas bitch,offensive_language
15404,1,"RT @HOFSportsTalk: It's okay for Michael Sam to mock Manziel, but if Johnny mocked Sam by pretending to have a dick in his mouth he'd get a&#8230;",offensive_language
10310,2,I get a 50 pound bag of dawg for the mutts,neither
14469,1,RT @BroadDayJay_: Fellas remember to stock up on thermals and Timbs before the dykes buy them all,offensive_language
19721,0,RT @nick_pertile: Oh my goodness do I hate Chinese people. Fucking zipperheads,hate_speech
13002,1,My dick wants some pussy,offensive_language
6484,1,@kincade00 @PacTha_Mac lmaooooo we can't wash that baby ass honda you got cause that hoe don't cost more than 1200,offensive_language
7847,0,Awk... U don't like your own nephew / cousins bc our race.. LMAO broke ugly bitches fuck them we don't need them,hate_speech
3593,1,@JaiBrooks1 ugly goldigging cunt u probably have an uncircumcised penis faggot,offensive_language
22614,1,What's that makeup called on your cheeks? I call it bitch spots lmao,offensive_language
3311,0,@GrizzboAdams fucking block your white ass because you try to start shit like a fucking queer so fuck you NIGGA,hate_speech
18931,1,"RT @elchavaloko: @_WhitePonyJr_ @saucygyro @Buckm00se so you gonna believe me,a cripple or a fuckn hippo??",offensive_language
2796,1,"@CdashRay ""she's wearing the same shirt, what a bitch.""",offensive_language
3571,1,@JVP731 @keselowski @mattkenseth I would have loved to watch Newman bitch slap Johnson I'd pay to see that,offensive_language
204,0,"""@NotoriousBM95: @_WhitePonyJr_ Ariza is a snake and a coward"" but at least he isn't a cripple like your hero Roach lmaoo",hate_speech
24341,1,pussy is a joke you can either get it or not get it.,offensive_language
11379,1,I'm starting to act Hollywood round this bitch,offensive_language
18738,1,RT @christeaa: Can't turn a hoe into a house wife babbyyy.,offensive_language
7483,1,Act like I'm Casper get ghost with a bitch,offensive_language
225,1,"""@RishaaWilliams: @TRESHON_SCROOGE @_Nevertrustt ol bitch ass"" http://t.co/AmcOinY0wG",offensive_language
17133,2,RT @SC4K: Getting ready for the annual heart and sole luncheon @RenHotels #cle with @EricGordon_CEO http://t.co/UJ721FmsXB,neither
1997,1,&amp; ion have a bitch. So yeah. What's understood don't need to be explained.,offensive_language
13644,1,Only a hoe would favorite that...,offensive_language
12635,1,Lookin at u hoes #federalboobieinspector http://t.co/wxLgV8xKDX,offensive_language
14683,1,RT @Ciara_LisaaRoss: cant no bitch make me mad over a nigga i already had,offensive_language
20794,1,Shrug. Maybe it's a Canadian bitch thing,offensive_language
14087,1,RT @AdamSandy52: Bro forreal if you have beef with someone handle it your damn self don't be a lil bitch and bring other people in it. Be a&#8230;,offensive_language
16367,1,RT @MartinSopchak: @TheChrisCates you're a fucking pussy. And no this isn't a joke you girly little bitch.,offensive_language
2617,1,"@BlackManUSA You're killin' me man! &lt;3 Not all conservatives are racists, just like not all NBP hate honkies.",offensive_language
11029,1,I was damn near flossing with the bitch's tampon string. Awful &#8220;@TaeCocky: Have anything stopped you from eating pussy? If so what was it?&#8221;,offensive_language
20035,1,RT @squeakkgod: Fuck da Opps 1x Fuck dear hoes 3x &#128514;,offensive_language
18145,1,RT @Yaremisxo: &#8220;@DonQuixtote: @Yaremisxo then how yall got here b&#8221; stfu negro,offensive_language
18126,2,"RT @Yankees: Congrats to Derek Jeter, who will start at shortstop in his 14th and final All-Star Game! #FarewellCaptain http://t.co/5nhtJOx&#8230;",neither
13886,1,Pretty bitches with even prettier titties &#9786;&#65039;,offensive_language
118,2,"""@DunderbaIl: I'm an early bird and I'm a night owl, so I'm wise and have worms.""",neither
3395,1,@Hovaa_ cracker....,offensive_language
3304,1,@GrizzboAdams @wyattnuckels bitch I make the plans not you pussy fart I'm in charge follow me or deny me I'm doin Friday and were fighting!!,offensive_language
7773,1,Any person that puts anybody else's business out there for whatever reason is a bitch.,offensive_language
2776,0,@CarelessOne92 you styl gotta get dem tweets off my nig,hate_speech
23742,1,don't give ah fuck about ah bitch or ah nigga!!!,offensive_language
20731,1,"She sent me one back, but I ain't even read it. Cause pussys only pussy and I get it when I need it..",offensive_language
23542,2,"and another one &#8220;@07Cannon: Two hoes? RT ""@xoxo_imaunicorn: y'all know what we are?! &#128514;&#128514;"" http://t.co/XI5Aod1FAo&#8221;",neither
11774,1,"In a movie, everybody ain't the star... Need Co stars and extras... &#171;@ChanteGooden I hate hoes that take pride in being the other chick&#187;",offensive_language
9492,1,Good they trash RT @jerseyzbest74: Niggas ate most of my chips ahoy cookies and the cookies havent been in the house 20 hours yet,offensive_language
3619,1,@JawShoeeAhhh lmao you're a bitch boy,offensive_language
19917,1,RT @ruckin_andrew: This bitch has a death grip on this niggas balls. Smh http://t.co/uh6OSApcMw,offensive_language
16169,1,RT @LiViBADD88: niggas talk more than bitches these days... let that sink in!,offensive_language
1052,1,"&#128563; RT @ariluvsall: Niccas y'all need lives, money, pussy, hobbies, or sum guidance ... Bunch of Petty miserable dick n a booty ass Boys ...",offensive_language
20106,1,RT @theROYALlife: Ha ha real name is Ha'Sean &#128530;&#128530; where y'all get these ghetto ass names from?,offensive_language
14890,2,RT @DameStr8Cash: @JaeTips I know that's trash,neither
18022,1,"RT @WeightIifters: Rows for the hoes

Curls for the girls

Planks for the skanks 

Deep cuts for the sluts

Quads for the broads

No pecs N&#8230;",offensive_language
5949,1,@feliciawolfee thanks hoe&#128522;,offensive_language
19946,1,RT @sassy_cee_: What y'all hoes up to?,offensive_language
11835,2,Is Yankee in a good mood today or what,neither
15155,0,RT @FeelinYurTHROAT: Don't watch me you beta watch your bitch nigga!,hate_speech
11185,1,I'm a bitch nigga? :( that hurts my feelings.... And I'm like so serious.,offensive_language
15524,1,RT @Humxnerror: we can't be cool if you gonna be a little bitch all the time,offensive_language
12148,1,Just stop being a hoe God dammit bitch it ain't that hard,offensive_language
2479,1,@ArtbyLecardin @Amy0813Amy @Deeiiggee until the world sees 2 faggot jungle bunnies are fucking and one got pregnant,offensive_language
8939,1,Errrnigga tryna fuck the next nigga bitch not knowin his bitch is the next nigga bitch,offensive_language
21012,1,Some of the ice melted in my car cause the dumb fuck at 7/11 decided he wanted to strike up a conversation wit a fat ugly bitch smfh,offensive_language
14149,1,RT @Ambeerrxoxo: I'll piss on a hoe,offensive_language
16712,1,RT @O3_Millz: Wish I could get drunk tonight.. But my hoe ass drinkin buddy sick &#128530;&#128530;&#128586;&#128567; @1BookieG and the other one left &#128530;&#9992;&#65039;&#128640;&#128186; @xDSmooth,offensive_language
1900,2,&#8220;@sorryimalex: I'm only back cause I don't wanna see the boys lose to trash #vote5sos&#8221;,neither
9287,1,"Fuck wnba , fuck dykes on my set #GotNoSet",offensive_language
2414,1,"@AlmightyVinny_ @TOnycranshaw22 @RichHomieMeezy ""the hoes be by my house"" , we be at tony spot mf",offensive_language
15004,1,RT @DonDelarente: I think if Biggie saw Kandi Burress today he would change his mind about not fuxing one of those ugly as Xscape bitches,offensive_language
7785,2,"Apparently I got chunky for my bday. Worse bday present ever. Lol. 
#diettime",neither
9336,1,Funny 2 see gay men with #grindr profiles bitch on tv about privacy rights.,offensive_language
10086,1,I can make a bitch famous,offensive_language
10242,1,"I done seen a lot of fake shit. That bitch ain't bad, she's basic.",offensive_language
22581,1,What kind of person am I : the one that wears a beanie and does drugs and likes to fuck with bitches,offensive_language
4065,1,@Meeeesh1395 damn makin bitches jealous in reality &amp; Twitter/facebook. Prolly mad bc if her pic was posted it wouldnt be taken as a joke! &#128514;,offensive_language
5935,1,@espinosa_32 you're a bitch,offensive_language
21134,1,Still confused why King ordered two tranny hookers to the party last night..,offensive_language
4488,2,"@RealGilbert &amp; the hunters anthem goes ""Al Goreing we will go, Hi ho the dairy O Al Goreing we will go""",neither
3772,0,"@KeebitHalal @LogansWarning gotta love it when the islamofascist cow tries to make a retort about age, typical muzzie idiocy",hate_speech
12114,2,Just hit 40 in flappy bird.&#128527;,neither
22089,1,This niggah @wherzdaBUDD is a fool,offensive_language
23476,1,Your new bitch my old hoe,offensive_language
17360,1,"RT @SpacePlankton: If one more FB idiot bitches about the weather, I will hunt them down &amp; kill them with kindness because everyone is enti&#8230;",offensive_language
6596,1,@lvnzo oh hell no they act proper and i live in richardson much finer then the hoes in ducanville,offensive_language
13075,2,My nicca @Elijahfnbaby swear he can see me in madden lol,neither
122,2,"""@FloKid88: As long as the Lakers trash from now on, I could careless. And that's real."". CC: @BENBALLER hahaha",neither
5217,1,@YoungRecklesss_ nahh bitch yu always playn yu almost got her feelings hurt,offensive_language
23392,0,You some type of special faggot if you bring chocolate Swishers to a smoke session.,hate_speech
23022,1,Y'all think @Paula_Deen would call my daughter a nigger? http://t.co/AiOIFhXDmT,offensive_language
4615,1,"@SalaciousSully Tony drinking sloppily and saying 'What? I cunt hear you, bare ass me again'",offensive_language
22050,2,This is really for @BrianStann RT @JimDaves: @WesDurham Exploding giant yellow ducks. You&#8217;ll appreciate this: http://t.co/SpOhTpl8uV,neither
10379,1,I gotta a bad bitch and all she do is bake cookies,offensive_language
7875,1,BRUH!! RT @coldhearted9_: Them ugly hoes say a nigga arrogant...,offensive_language
10482,1,"I hate when bitches think you expect something in return for buying them a cheap ass gift or food. This is MY life, let me live!",offensive_language
11638,1,"If you love somebody, you can't cheat, have hoes, do certain shit cause them limits type shit.",offensive_language
4691,1,@ShotMoistBoyce you be fucking with to many hoes .,offensive_language
18827,1,RT @datniggaT_RAW: top notch bitch hair down to her ass,offensive_language
3591,0,@JaiBrooks1 faggot,hate_speech
18667,1,RT @brittanyaflores: you got niggas &amp; I got bitches &#128080;,offensive_language
9099,2,"First ""#tbt"" best and drunkest Yankees game ever #wheresColman #everclear http://t.co/pKnLCylu",neither
3172,1,@FixUpMayte @TheRealYoungZel @DivaMonRoe2uHoE I'm destroying this bitch dawg,offensive_language
9224,1,Fuck around &amp; take them hoes back,offensive_language
21149,1,"Stop hatin niggah , I got ya girlfriend callin you a hater niggah &#128514;&#128514;&#128514;",offensive_language
20356,1,RT @xochinadoll: You hoes are lost.,offensive_language
10453,1,I hate texting boring bitches,offensive_language
16654,1,RT @NoChillPaz: When a bitch says you're broke http://t.co/yFsL9rNK0j,offensive_language
13803,1,Photo: Good morning ig &#8230;. Giving u white trash body &#128128;&#128128;&#128128; #turntup #webad #wepretty #gayvegas... http://t.co/dE9O4tttHS,offensive_language
2517,1,@BBCandice @dorothy5334 @JoyGrenade if u cant talk without talking about ur cunt mama im thru talking,offensive_language
12890,1,Most of time I be thinking bitch when u gonna give me that pussy,offensive_language
16804,2,RT @OutTheOrdinary1: @P0WERS_ @eGoaTizM @Blaztful powers U don't go outside ur tanks been on full for 2 months U anti social monkey,neither
8361,1,"Cancel that hoe! ""@SB_Nick: It ain't nothing to cut that b!tch off!""",offensive_language
18850,1,"RT @deno_5: ""hoooow bitch how"" &#128514;@UglyAssDerrick",offensive_language
19884,2,RT @renegadecut: Video: Renegade Cut: Snowpiercer &#8212; An analysis of Bong Joon-ho&#8217;s sci-fi action film. Topics include... http://t.co/YNT9zS0&#8230;,neither
4663,1,@SelfMadee_YG wya bitch,offensive_language
21663,1,There's a different between ya bitch a ya friends your bitch Rey to build wit you your friends just tryna compete.,offensive_language
2331,1,@2trippymcneely if it's trash I'm kickin yo ass,offensive_language
17340,1,RT @SochittaSal: Short bitches run sh!t.,offensive_language
9485,2,"Good morning Twitter. Make today a positive one. If you can't do that, beat up as many meanie-faces as possible. Also, I hate flappy bird.",neither
14229,2,RT @AyMrCarter: Apologies trash.. What's understood ain't gotta be explained,neither
4453,0,@Qui_ThePharaoh @zApollo0803 @MildlyDarkSkin hes a lying faggot. he used inspect element to change the number of dollars in his account.,hate_speech
3268,1,"@Glodupshawdy @ManOnThe_Moon_ @_tonydennis @lilthickgawdess @CHILDISHCUDl @ninathegoat @YUNGRAPE basic bitch comeback, expected",offensive_language
18659,1,RT @breebree1731: What a bitch.,offensive_language
4266,1,@NigggaPino a bitch got 8 &amp; I'm trinna change 2 &#128514;&#128557;,offensive_language
7152,2,@thereal_EMandM texans d/st won't play the redskins again this year...,neither
23427,1,You're a dumb bitch. Wow.,offensive_language
24516,1,these hoes be lying to us nigga,offensive_language
11032,2,"I was flying down the slope and just rammed into this small Asian boy, kid got up like a champ and walked it off",neither
162,1,"""@King_Shawn_6: @white_thunduh that's where I get my yellow flags for being amazing &#128079;&#128524;"" HELL YEAH NIGGY",offensive_language
21591,1,The solution is simple : buy a bitch,offensive_language
23569,1,bad bitch with me trying to blow me like a fuse,offensive_language
19554,2,RT @losthistories: In DC Fri 1/3: Bengali Harlem reading/convo @busboysandpoets 14th St @SAALTweets @teachingchange @ThatWhichIsTold http:/&#8230;,neither
19416,1,RT @kiii_anna: I was wearing bucket hats before you basic bitches http://t.co/9XPBV1VDN7,offensive_language
14911,1,RT @DannyDeVito: Wisconsin IASIP nice work bitches!,offensive_language
4438,2,@Pudingtane ....yeah....I don't think its about #injuns. I think #redskins is about #politics and #alcoholism in #WashingtonDC .....,neither
1562,1,&#8220;@TheRealTenski: Miss you @Ex&#8221; pussy,offensive_language
7839,1,Auburnnn hoe,offensive_language
